x,y,z
-2915,-717,4
-2905,-717,4
-2895,-717,4
-2885,-717,4
-2875,-717,4
-2865,-717,4
-2855,-717,4
-2845,-717,4
-2835,-717,4
-2825,-717,4
-2815,-717,4
-2805,-717,4
-2795,-717,4
-2785,-717,4
-2775,-717,4
-2765,-717,4
-2755,-717,4
-2745,-717,4
-2735,-717,4
-2725,-717,4
-2715,-717,4
-2705,-717,4
-2695,-717,4
-2685,-717,4
-2675,-717,4
-2665,-717,4
-2655,-717,4
-2645,-717,4
-2635,-717,4
-2625,-717,4
-2615,-717,4
-2605,-717,4
-2595,-717,4
-2585,-717,4
-2575,-717,4
-2565,-717,4
-2555,-717,4
-2545,-717,4
-2535,-717,4
-2525,-717,4
-2515,-717,4
-2505,-717,4
-2495,-717,4
-2485,-717,4
-2475,-717,4
-2465,-717,4
-2455,-717,4
-2445,-717,4
-2435,-717,4
-2425,-717,4
-2415,-717,4
-2405,-717,4
-2395,-717,4
-2385,-717,4
-2375,-717,4
-2365,-717,4
-2355,-717,4
-2345,-717,4
-2335,-717,4
-2325,-717,4
-2315,-717,4
-2305,-717,4
-2295,-717,4
-2285,-717,4
-2275,-717,4
-2265,-717,4
-2255,-717,4
-2245,-717,4
-2235,-717,4
-2225,-717,4
-2215,-717,4
-2205,-717,4
-2195,-717,4
-2185,-717,4
-2175,-717,4
-2165,-717,4
-2155,-717,4
-2145,-717,4
-2135,-717,4
-2125,-717,4
-2115,-717,4
-2105,-717,4
-2095,-717,4
-2085,-717,4
-2075,-717,4
-2065,-717,4
-2055,-717,4
-2045,-717,4
-2035,-717,4
-2025,-717,4
-2015,-717,4
-2005,-717,4
-1995,-717,4
-1985,-717,4
-1975,-717,4
-1965,-717,4
-1955,-717,4
-1945,-717,4
-1935,-717,4
-1925,-717,4
-1915,-717,4
-1905,-717,4
-1895,-717,4
-1885,-717,4
-1875,-717,4
-1865,-717,4
-1855,-717,4
-1845,-717,4
-1835,-717,4
-1825,-717,4
-1815,-717,4
-1805,-717,4
-1795,-717,4
-1785,-717,4
-1775,-717,4
-1765,-717,4
-1755,-717,4
-1745,-717,4
-1735,-717,4
-1725,-717,4
-1715,-717,4
-1705,-717,4
-1695,-717,4
-1685,-717,4
-1675,-717,4
-1665,-717,4
-1655,-717,4
-1645,-717,4
-1635,-717,4
-1625,-717,4
-1615,-717,4
-1605,-717,4
-1595,-717,4
-1585,-717,4
-1575,-717,4
-1565,-717,4
-1555,-717,4
-1545,-717,4
-1535,-717,4
-1525,-717,4
-1515,-717,4
-1505,-717,4
-1495,-717,4
-1485,-717,4
-1475,-717,4
-1465,-717,4
-1455,-717,4
-1445,-717,4
-1435,-717,4
-1425,-717,4
-1415,-717,4
-1405,-717,4
-1395,-717,4
-1385,-717,4
-1375,-717,4
-1365,-717,4
-1355,-717,4
-1345,-717,4
-1335,-717,4
-1325,-717,4
-1315,-717,4
-1305,-717,4
-1295,-717,4
-1285,-717,4
-1275,-717,4
-1265,-717,4
-1255,-717,4
-1245,-717,4
-1235,-717,4
-1225,-717,4
-1215,-717,4
-1205,-717,4
-1195,-717,4
-1185,-717,4
-1175,-717,4
-1165,-717,4
-1155,-717,4
-1145,-717,4
-1135,-717,4
-1125,-717,4
-1115,-717,4
-1105,-717,4
-1095,-717,4
-1085,-717,4
-1075,-717,4
-1065,-717,4
-1055,-717,4
-1045,-717,4
-1035,-717,4
-1025,-717,4
-1015,-717,4
-1005,-717,4
-995,-717,4
-985,-717,4
-975,-717,4
-965,-717,4
-955,-717,4
-3275,-707,5
-3265,-707,5
-3255,-707,5
-3245,-707,5
-3235,-707,5
-3225,-707,5
-3215,-707,5
-3205,-707,5
-3195,-707,5
-3185,-707,5
-3175,-707,5
-3165,-707,5
-3155,-707,5
-3145,-707,5
-3135,-707,5
-3125,-707,5
-3115,-707,5
-3105,-707,5
-3095,-707,5
-3085,-707,5
-3075,-707,5
-3065,-707,5
-3055,-707,5
-3045,-707,5
-3035,-707,5
-3025,-707,5
-3015,-707,5
-3005,-707,5
-2995,-707,5
-2985,-707,5
-2975,-707,5
-2965,-707,5
-2955,-707,5
-2945,-707,5
-2935,-707,5
-2925,-707,5
-2915,-707,5
-2905,-707,5
-2895,-707,5
-2885,-707,5
-2875,-707,5
-2865,-707,5
-2855,-707,5
-2845,-707,5
-2835,-707,5
-2825,-707,5
-2815,-707,5
-2805,-707,5
-2795,-707,5
-2785,-707,5
-2775,-707,5
-2765,-707,5
-2755,-707,5
-2745,-707,5
-2735,-707,5
-2725,-707,5
-2715,-707,5
-2705,-707,5
-2695,-707,5
-2685,-707,5
-2675,-707,5
-2665,-707,5
-2655,-707,5
-2645,-707,5
-2635,-707,5
-2625,-707,5
-2615,-707,5
-2605,-707,5
-2595,-707,5
-2585,-707,5
-2575,-707,5
-2565,-707,5
-2555,-707,5
-2545,-707,5
-2535,-707,5
-2525,-707,5
-2515,-707,5
-2505,-707,5
-2495,-707,5
-2485,-707,5
-2475,-707,5
-2465,-707,5
-2455,-707,5
-2445,-707,5
-2435,-707,5
-2425,-707,5
-2415,-707,5
-2405,-707,5
-2395,-707,5
-2385,-707,5
-2375,-707,5
-2365,-707,5
-2355,-707,5
-2345,-707,5
-2335,-707,5
-2325,-707,5
-2315,-707,5
-2305,-707,5
-2295,-707,5
-2285,-707,5
-2275,-707,5
-2265,-707,5
-2255,-707,5
-2245,-707,5
-2235,-707,5
-2225,-707,5
-2215,-707,5
-2205,-707,5
-2195,-707,5
-2185,-707,5
-2175,-707,5
-2165,-707,5
-2155,-707,5
-2145,-707,5
-2135,-707,5
-2125,-707,5
-2115,-707,5
-2105,-707,5
-2095,-707,5
-2085,-707,5
-2075,-707,5
-2065,-707,5
-2055,-707,5
-2045,-707,5
-2035,-707,5
-2025,-707,5
-2015,-707,5
-2005,-707,5
-1995,-707,5
-1985,-707,5
-1975,-707,5
-1965,-707,5
-1955,-707,5
-1945,-707,5
-1935,-707,5
-1925,-707,5
-1915,-707,5
-1905,-707,5
-1895,-707,5
-1885,-707,5
-1875,-707,5
-1865,-707,5
-1855,-707,5
-1845,-707,5
-1835,-707,5
-1825,-707,5
-1815,-707,5
-1805,-707,5
-1795,-707,5
-1785,-707,5
-1775,-707,5
-1765,-707,5
-1755,-707,5
-1745,-707,5
-1735,-707,5
-1725,-707,5
-1715,-707,5
-1705,-707,5
-1695,-707,5
-1685,-707,5
-1675,-707,5
-1665,-707,5
-1655,-707,5
-1645,-707,5
-1635,-707,5
-1625,-707,5
-1615,-707,5
-1605,-707,5
-1595,-707,5
-1585,-707,5
-1575,-707,5
-1565,-707,5
-1555,-707,5
-1545,-707,5
-1535,-707,5
-1525,-707,5
-1515,-707,5
-1505,-707,5
-1495,-707,5
-1485,-707,5
-1475,-707,5
-1465,-707,5
-1455,-707,5
-1445,-707,5
-1435,-707,5
-1425,-707,5
-1415,-707,5
-1405,-707,5
-1395,-707,5
-1385,-707,5
-1375,-707,5
-1365,-707,5
-1355,-707,5
-1345,-707,5
-1335,-707,5
-1325,-707,5
-1315,-707,5
-1305,-707,5
-1295,-707,5
-1285,-707,5
-1275,-707,5
-1265,-707,5
-1255,-707,5
-1245,-707,5
-1235,-707,5
-1225,-707,5
-1215,-707,5
-1205,-707,5
-1195,-707,5
-1185,-707,5
-1175,-707,5
-1165,-707,5
-1155,-707,5
-1145,-707,5
-1135,-707,5
-1125,-707,5
-1115,-707,5
-1105,-707,5
-1095,-707,5
-1085,-707,5
-1075,-707,5
-1065,-707,5
-1055,-707,5
-1045,-707,5
-1035,-707,5
-1025,-707,5
-1015,-707,5
-1005,-707,5
-995,-707,5
-985,-707,5
-975,-707,5
-965,-707,5
-955,-707,5
-3275,-697,6
-3265,-697,6
-3255,-697,6
-3245,-697,6
-3235,-697,6
-3225,-697,6
-3215,-697,6
-3205,-697,6
-3195,-697,6
-3185,-697,6
-3175,-697,6
-3165,-697,6
-3155,-697,6
-3145,-697,6
-3135,-697,6
-3125,-697,6
-3115,-697,6
-3105,-697,6
-3095,-697,6
-3085,-697,6
-3075,-697,6
-3065,-697,6
-3055,-697,6
-3045,-697,6
-3035,-697,6
-3025,-697,6
-3015,-697,6
-3005,-697,6
-2995,-697,6
-2985,-697,6
-2975,-697,6
-2965,-697,6
-2955,-697,6
-2945,-697,6
-2935,-697,6
-2925,-697,6
-2915,-697,6
-2905,-697,6
-2895,-697,6
-2885,-697,6
-2875,-697,6
-2865,-697,6
-2855,-697,6
-2845,-697,6
-2835,-697,6
-2825,-697,6
-2815,-697,6
-2805,-697,6
-2795,-697,6
-2785,-697,6
-2775,-697,6
-2765,-697,6
-2755,-697,6
-2745,-697,6
-2735,-697,6
-2725,-697,6
-2715,-697,6
-2705,-697,6
-2695,-697,6
-2685,-697,6
-2675,-697,6
-2665,-697,6
-2655,-697,6
-2645,-697,6
-2635,-697,6
-2625,-697,6
-2615,-697,6
-2605,-697,6
-2595,-697,6
-2585,-697,6
-2575,-697,6
-2565,-697,6
-2555,-697,6
-2545,-697,6
-2535,-697,6
-2525,-697,6
-2515,-697,6
-2505,-697,6
-2495,-697,6
-2485,-697,6
-2475,-697,6
-2465,-697,6
-2455,-697,6
-2445,-697,6
-2435,-697,6
-2425,-697,6
-2415,-697,6
-2405,-697,6
-2395,-697,6
-2385,-697,6
-2375,-697,6
-2365,-697,6
-2355,-697,6
-2345,-697,6
-2335,-697,6
-2325,-697,6
-2315,-697,6
-2305,-697,6
-2295,-697,6
-2285,-697,6
-2275,-697,6
-2265,-697,6
-2255,-697,6
-2245,-697,6
-2235,-697,6
-2225,-697,6
-2215,-697,6
-2205,-697,6
-2195,-697,6
-2185,-697,6
-2175,-697,6
-2165,-697,6
-2155,-697,6
-2145,-697,6
-2135,-697,6
-2125,-697,6
-2115,-697,6
-2105,-697,6
-2095,-697,6
-2085,-697,6
-2075,-697,6
-2065,-697,6
-2055,-697,6
-2045,-697,6
-2035,-697,6
-2025,-697,6
-2015,-697,6
-2005,-697,6
-1995,-697,6
-1985,-697,6
-1975,-697,6
-1965,-697,6
-1955,-697,6
-1945,-697,6
-1935,-697,6
-1925,-697,6
-1915,-697,6
-1905,-697,6
-1895,-697,6
-1885,-697,6
-1875,-697,6
-1865,-697,6
-1855,-697,6
-1845,-697,6
-1835,-697,6
-1825,-697,6
-1815,-697,6
-1805,-697,6
-1795,-697,6
-1785,-697,6
-1775,-697,6
-1765,-697,6
-1755,-697,6
-1745,-697,6
-1735,-697,6
-1725,-697,6
-1715,-697,6
-1705,-697,6
-1695,-697,6
-1685,-697,6
-1675,-697,6
-1665,-697,6
-1655,-697,6
-1645,-697,6
-1635,-697,6
-1625,-697,6
-1615,-697,6
-1605,-697,6
-1595,-697,6
-1585,-697,6
-1575,-697,6
-1565,-697,6
-1555,-697,6
-1545,-697,6
-1535,-697,6
-1525,-697,6
-1515,-697,6
-1505,-697,6
-1495,-697,6
-1485,-697,6
-1475,-697,6
-1465,-697,6
-1455,-697,6
-1445,-697,6
-1435,-697,6
-1425,-697,6
-1415,-697,6
-1405,-697,6
-1395,-697,6
-1385,-697,6
-1375,-697,6
-1365,-697,6
-1355,-697,6
-1345,-697,6
-1335,-697,6
-1325,-697,6
-1315,-697,6
-1305,-697,6
-1295,-697,6
-1285,-697,6
-1275,-697,6
-1265,-697,6
-1255,-697,6
-1245,-697,6
-1235,-697,6
-1225,-697,6
-1215,-697,6
-1205,-697,6
-1195,-697,6
-1185,-697,6
-1175,-697,6
-1165,-697,6
-1155,-697,6
-1145,-697,6
-1135,-697,6
-1125,-697,6
-1115,-697,6
-1105,-697,6
-1095,-697,6
-1085,-697,6
-1075,-697,6
-1065,-697,6
-1055,-697,6
-1045,-697,6
-1035,-697,6
-1025,-697,6
-1015,-697,6
-1005,-697,6
-995,-697,6
-985,-697,6
-975,-697,6
-965,-697,6
-955,-697,6
-3275,-687,7
-3265,-687,7
-3255,-687,7
-3245,-687,7
-3235,-687,7
-3225,-687,7
-3215,-687,7
-3205,-687,7
-3195,-687,7
-3185,-687,7
-3175,-687,7
-3165,-687,7
-3155,-687,7
-3145,-687,7
-3135,-687,7
-3125,-687,7
-3115,-687,7
-3105,-687,7
-3095,-687,7
-3085,-687,7
-3075,-687,7
-3065,-687,7
-3055,-687,7
-3045,-687,7
-3035,-687,7
-3025,-687,7
-3015,-687,7
-3005,-687,7
-2995,-687,7
-2985,-687,7
-2975,-687,7
-2965,-687,7
-2955,-687,7
-2945,-687,7
-2935,-687,7
-2925,-687,7
-2915,-687,7
-2905,-687,7
-2895,-687,7
-2885,-687,7
-2875,-687,7
-2865,-687,7
-2855,-687,7
-2845,-687,7
-2835,-687,7
-2825,-687,7
-2815,-687,7
-2805,-687,7
-2795,-687,7
-2785,-687,7
-2775,-687,7
-2765,-687,7
-2755,-687,7
-2745,-687,7
-2735,-687,7
-2725,-687,7
-2715,-687,7
-2705,-687,7
-2695,-687,7
-2685,-687,7
-2675,-687,7
-2665,-687,7
-2655,-687,7
-2645,-687,7
-2635,-687,7
-2625,-687,7
-2615,-687,7
-2605,-687,7
-2595,-687,7
-2585,-687,7
-2575,-687,7
-2565,-687,7
-2555,-687,7
-2545,-687,7
-2535,-687,7
-2525,-687,7
-2515,-687,7
-2505,-687,7
-2495,-687,7
-2485,-687,7
-2475,-687,7
-2465,-687,7
-2455,-687,7
-2445,-687,7
-2435,-687,7
-2425,-687,7
-2415,-687,7
-2405,-687,7
-2395,-687,7
-2385,-687,7
-2375,-687,7
-2365,-687,7
-2355,-687,7
-2345,-687,7
-2335,-687,7
-2325,-687,7
-2315,-687,7
-2305,-687,7
-2295,-687,7
-2285,-687,7
-2275,-687,7
-2265,-687,7
-2255,-687,7
-2245,-687,7
-2235,-687,7
-2225,-687,7
-2215,-687,7
-2205,-687,7
-2195,-687,7
-2185,-687,7
-2175,-687,7
-2165,-687,7
-2155,-687,7
-2145,-687,7
-2135,-687,7
-2125,-687,7
-2115,-687,7
-2105,-687,7
-2095,-687,7
-2085,-687,7
-2075,-687,7
-2065,-687,7
-2055,-687,7
-2045,-687,7
-2035,-687,7
-2025,-687,7
-2015,-687,7
-2005,-687,7
-1995,-687,7
-1985,-687,7
-1975,-687,7
-1965,-687,7
-1955,-687,7
-1945,-687,7
-1935,-687,7
-1925,-687,7
-1915,-687,7
-1905,-687,7
-1895,-687,7
-1885,-687,7
-1875,-687,7
-1865,-687,7
-1855,-687,7
-1845,-687,7
-1835,-687,7
-1825,-687,7
-1815,-687,7
-1805,-687,7
-1795,-687,7
-1785,-687,7
-1775,-687,7
-1765,-687,7
-1755,-687,7
-1745,-687,7
-1735,-687,7
-1725,-687,7
-1715,-687,7
-1705,-687,7
-1695,-687,7
